Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Canada,CAN,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,8.508411623,5.990002538,12.44337896,11.03080519,-0.192081731,6.672725664,0.35481197,0.424469475,13.77324769,-3.344434927,8.638636731,-22.14991178,8.728945364,11.62500967,8.695480471,2.624150276,8.276574148,11.23532297,5.122143751,-7.970651098,-7.440818928,-3.427183163,3.642966403,8.955672693,3.114430501,0.584628066,15.96180572,1.60215748,5.397447874,8.327657483,-3.18370278,2.291636384,9.470028912,8.701619751,11.14703666,5.698318283,2.958114461,1.722989818,-13.82883605,12.33553802,7.974383992,3.572537591,3.63753311,0.819585106,-6.712113367,-4.759749027,7.333925273,0.989439107,0.898714695,-10.59645096
Central Europe and the Baltics,CEB,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10055506,8.574060563,7.727401411,-0.732255338,5.395522716,1.159524939,1.797844431,5.323159536,13.41575793,4.589016587,14.55203321,16.60061937,3.615817312,-22.2400714,3.695419531,6.427021921,-4.928504985,-2.439322571,7.755479948,6.77203522,-1.945316855,7.310781399,8.906160279,4.297530387,-7.841753169
Switzerland,CHE,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,4.735852696,0.440744052,2.681618628,2.659069097,-28.1683621,-5.194247827,0.905592078,7.224590769,14.35446655,14.40073237,-7.645487489,1.554288979,4.276111585,-7.25621107,2.873621267,14.61835472,0.195079296,2.242935188,7.697903541,11.94916183,-8.352830717,-4.496290056,-0.759134186,4.952084262,2.968316091,-0.692355451,-4.210775424,9.825457236,1.021671969,0.961231129,2.43162416,-1.855451157,0.864038619,-4.988808751,12.49762621,4.160186563,-3.288451113,5.609195812,2.210233297,-3.756750791,13.05034315,-6.967807156,-6.983357973,7.279612807,0.672353507,-0.871230869,2.649819294,2.578854587,3.322951275,2.469708756
Channel Islands,CHI,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,1.285858142,12.26961022,14.76158038,-5.698343919,-6.042676402,3.217882584,2.137510276,9.457742004,5.044992743,6.455178512,-2.318900772,-20.09176912,-6.025939475,19.1143511,-22.77129672,-14.81585966,15.44783983,17.3759975,16.84996334,21.90405567,16.75791181,-38.30102729,-15.03485905,18.84460527,9.974912623,2.417911595,26.84304427,11.60590118,26.62300154,5.366358139,0.689929441,21.78305628,21.10694736,0.77411988,34.20776513,5.856812869,8.617864984,5.942082211,-19.83080919,19.18545221,7.077136054,0.827541324,0.550035936,8.265673635,27.17966478,14.41657585,4.35047537,24.93514943,-26.71579028,34.20739863,17.34492116,10.82677847,-0.116455698,-10.19868192,2.372205383,-3.632333282,0.31397983,8.296971195,2.247258035,-11.24965584
China,CHN,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99464634,5.048260111,8.518410339,6.326912544,7.277174445,21.10934053,13.02496843,23.79064406,19.20499378,10.67470541,15.38672313,17.51052475,13.89817926,20.86683049,15.87935008,8.826938372,7.502720386,9.368834224,7.472976215,3.560256259,7.239269861,6.323959396,6.75917008,3.985438676,5.216835928
Cote d'Ivoire,CIV,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.53806393,63.62005047,-65.82722197,218.7543733,23.21258426,21.67407195,10.54265896,4.910661931,5.172704961,15.8701245,-4.536698503,8.38060638
Cameroon,CMR,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,2.710024945,5.540908498,5.249975393,8.55109821,38.74932021,20.68966151,-10.16001757,0.864760414,-4.577217521,32.23371002,22.2223376,7.142322119,6.753710329,-8.272755531,16.88782528,-7.261848607,37.27598356,47.84854242,-4.222548819,11.05477707,45.79250115,-4.011474725,8.892788503,8.593929913,11.67524026,-1.629265028,-13.36004651,-27.69135713,-21.97023536,1.544851172,-6.191683704,-15.71001229,-8.028673128,16.13251322,-2.472610898,3.985683323,12.45947378,1.253214537,3.555913455,4.434839084,4.557771994,7.597248506,-6.387784167,13.73647116,1.568778852,1.207028756,8.368703932,9.543219921,-1.190016108,8.577379419,5.950739448,3.801520236,13.91772666,12.85368235,-3.785412736,11.4206742,1.217172208,5.84737581,10.19783927,-6.214776107
"Congo, Dem. Rep.",COD,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.71041982,-6.811143344,-10.29899949,1.209676212,-9.747679466,32.72513424,4.900362123,7.087248322,47.55577839,3.737682637,-6.157877498,16.56684119,18.63344552,12.26021712,6.381350171,65.96754744,13.86060982,68.07726316,3.123868069,-0.726588198,4.8003289,-9.420883243,10.50089224,23.25912577,12.86899379,6.29042546,31.34218811
"Congo, Rep.",COG,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,36.9942222,-40.0843927,-35.2112659,-9.782608528,10.84337329,52.72713892,38.88882592,-5.999938098,-6.079078182,-6.148853014,17.24142741,17.05883334,17.08529654,16.95272391,17.98199334,-23.32838295,-19.47249994,-20.65491549,7.301672164,49.11218411,80.9526532,36.84187048,-15.47721609,-11.07438017,-5.018587992,-35.48596926,-31.14255964,-14.68431141,-18.58863184,14.74005482,25.56048499,0.188700349,32.07755219,75.19052287,-31.40049127,-3.304897979,-36.69052953,-0.357735674,22.42250466,19.0160239,-1.345278357,1.220422292,13.48384823,0.511336738,4.661517548,7.568919147,81.13480398,-9.798443186,4.010633212,60.94561929,-37.62408973,37.73698908,9.482878331,15.9532091,20.58299794,-19.48692675,-44.05490848,-25.5610497,-4.816327652,-16.62485468
Colombia,COL,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,10.085212,-6.675970792,-3.426631781,13.19950306,-3.192383965,29.73447029,-9.260145184,14.52378223,-2.215728268,29.25860728,4.269335529,-2.439098475,9.083408574,19.82789377,-18.0177927,9.307359307,16.24426872,6.914528742,-0.316523376,10.87534864,13.23458271,5.333356118,-2.150406801,-5.891666943,-9.643149726,4.351980034,9.214484576,8.009341237,-7.326712285,-1.172519293,-8.737385529,42.98492472,38.20161429,26.71266705,6.065898202,-12.01993985,-0.644834384,-6.308135948,-38.6299754,12.26330423,8.423959115,10.07036747,11.3551032,11.18320332,11.47280672,16.93380996,15.79705143,9.083321978,-6.295573425,9.562094879,18.51592739,2.886713035,7.806624218,11.95356021,-1.151224856,-0.162567628,-3.228373666,1.50410111,3.803142723,-20.32114641
Comoros,COM,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864923662,6.383621096,4.82102948,4.11026127,2.280373832,1.867213323,1.637988862,2.687520145,-3.180676791,5.091391874,-5.395598814,8.530923409,3.005937302,-5.276681915,3.610129329,-1.291668365,4.030334448,1.282668469,1.924123726,10.84808162,2.332927799,2.324785298,2.104103532,1.919601544,2.837400673,2.646903699,-4.532418768,12.29863585,3.96297951,-4.158151308,2.428319141,24.44518856,6.528571659,2.582950756,24.04223466,-2.678336376,11.00019201,16.13825235,,
Cabo Verde,CPV,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.830400911,-9.059925793,9.995301298,2.191868716,-21.0995183,-12.92592191,18.1385907,-17.80017935,21.56295954,12.34157511,4.326518336,-6.348137775,19.7129355
Costa Rica,CRI,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,-37.58279944,8.785664579,-23.89253158,45.82895566,-2.88184438,21.2611276,6.790652147,-1.672777269,15.41598695,13.94245331,23.59560517,-6.989748369,18.66039772,8.580708022,-8.907633405,26.51868392,22.76148456,-0.414376321,9.251868207,7.003225681,-37.72927033,-25.45348498,33.06470542,10.94255307,7.737969048,31.09996065,3.437148218,-7.06667634,6.838941369,7.270734381,-12.66348774,28.73072291,14.81611347,3.684708125,5.674281583,-5.63466353,18.34777323,26.26754678,-1.847371294,-4.577146061,2.825081375,5.01884053,5.433304073,1.035838829,4.587806408,7.67504901,18.98492022,9.688509203,-12.61895669,4.276021659,3.243057848,8.58547312,4.837929385,3.892541818,3.540647752,5.998866578,-0.542999861,2.247302369,-6.486139648,0.65896687
